212,03-01-03-005-028-000,URBANO,48028,, ,TRANSFERENCIA INICIAL, 06/11/2001
213,03-01-03-005-029-000,URBANO,48029,5573, ,TRASMISION PATRIMONIAL, 19/01/2010
214,03-01-03-005-030-000,URBANO,40328,, ,TRASMISION PATRIMONIAL, 15/01/2024
215,03-01-03-005-031-000,URBANO,49308,8108-1, ,TRASMISION PATRIMONIAL, 08/12/2004
216,03-01-03-005-032-000,URBANO,50479,, ,TRANSFERENCIA INICIAL, 06/11/2001
217,03-01-03-005-033-000,URBANO,50478,, ,TRANSFERENCIA INICIAL, 06/11/2001
218,03-01-03-005-034-000,URBANO,50477,10528, ,MANIFESTACION OFICIAL, 08/12/2009
219,03-01-03-005-035-000,URBANO,57697,, ,TRANSFERENCIA INICIAL, 06/11/2001
220,03-01-03-005-036-000,URBANO,57694,, ,TRASMISION PATRIMONIAL, 06/04/2006
221,03-01-03-005-037-000,URBANO,57696,, ,TRANSFERENCIA INICIAL, 06/11/2001
222,03-01-03-005-038-000,URBANO,57698,, ,TRANSFERENCIA INICIAL, 06/11/2001
223,03-01-03-005-039-000,URBANO,41256,, ,TRANSFERENCIA INICIAL, 06/11/2001
224,03-01-03-005-040-000,URBANO,12623,104001-1, ,TRASMISION PATRIMONIAL, 17/11/2022
225,03-01-03-005-041-000,URBANO,58615,, ,TRANSFERENCIA INICIAL, 06/11/2001
226,03-01-03-005-870-000,RUSTICO,,0, ,TRASMISION PATRIMONIAL, 19/09/2006
227,03-01-03-006-001-000,URBANO,723,, ,AVALUO CATASTRAL, 20/11/2019
228,03-01-03-006-002-000,URBANO,0,, ,TRANSFERENCIA INICIAL, 06/11/2001
229,03-01-03-006-003-000,URBANO,28140,8011655-1, ,MANIFESTACION, 18/08/2022
230,03-01-03-006-004-000,URBANO,1073,, ,TRANSFERENCIA INICIAL, 06/11/2001
231,03-01-03-006-005-000,URBANO,0,, ,TRASMISION PATRIMONIAL, 03/05/2007
232,03-01-03-006-006-000,URBANO,37374,, ,TRANSFERENCIA INICIAL, 06/11/2001
233,03-01-03-006-007-000,URBANO,104224,1514-P, ,TRASMISION PATRIMONIAL, 14/01/2020
234,03-01-03-006-008-000,URBANO,102822,, ,TRANSFERENCIA INICIAL, 06/11/2001
235,03-01-03-006-009-000,URBANO,104223,1515, ,TRASMISION PATRIMONIAL, 09/06/2014
236,03-01-03-006-010-000,URBANO,102813,140-P, ,TRASMISION PATRIMONIAL, 15/08/2017
237,03-01-03-006-011-000,URBANO,102812,, ,TRANSFERENCIA INICIAL, 06/11/2001
238,03-01-03-006-012-000,URBANO,0,000106-P, ,TRASMISION PATRIMONIAL, 19/11/2019
239,03-01-03-006-014-000,URBANO,102820,, ,TRANSFERENCIA INICIAL, 06/11/2001
240,03-01-03-006-015-000,URBANO,102850,, ,MANIFESTACION, 18/01/2007
241,03-01-03-006-016-000,URBANO,102859,, ,TRANSFERENCIA INICIAL, 06/11/2001
242,03-01-03-006-017-000,URBANO,102832,, ,TRANSFERENCIA INICIAL, 06/11/2001
243,03-01-03-006-019-000,URBANO,50739,010666-1, ,TRASMISION PATRIMONIAL, 17/11/2023
244,03-01-03-006-020-000,URBANO,51545,342831-1, ,TRASMISION PATRIMONIAL, 01/07/2022
245,03-01-03-006-021-000,URBANO,49439,, ,TRASMISION PATRIMONIAL, 15/05/2003
246,03-01-03-006-022-000,URBANO,52921,, ,TRANSFERENCIA INICIAL, 06/11/2001
247,03-01-03-006-023-000,URBANO,49935,, ,TRANSFERENCIA INICIAL, 06/11/2001
248,03-01-03-006-024-000,URBANO,34999,, ,TRANSFERENCIA INICIAL, 06/11/2001
249,03-01-03-006-025-000,URBANO,51145,, ,TRANSFERENCIA INICIAL, 06/11/2001
250,03-01-03-006-026-000,URBANO,49440,, ,SUBDIVISION DE PREDIOS, 20/01/2010
251,03-01-03-006-027-000,URBANO,35003,, ,TRANSFERENCIA INICIAL, 06/11/2001
252,03-01-03-022-011-000,URBANO,63196,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
253,03-01-03-022-012-000,URBANO,64904,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
254,03-01-03-022-013-000,URBANO,63197,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
255,03-01-03-022-014-000,URBANO,63200,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
256,03-01-03-022-015-000,URBANO,63198,30474, 07/07/1995,TRASMISION PATRIMONIAL, 05/09/2008
257,03-01-03-022-016-000,URBANO,63195,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
258,03-01-03-022-017-000,URBANO,109775,154787-1, 07/07/1995,TRASMISION PATRIMONIAL, 09/04/2008
259,03-01-03-022-018-000,URBANO,63205,, 07/07/1995,AVALUO CATASTRAL, 25/02/2003
260,03-01-03-022-019-000,URBANO,63210,31275, 07/07/1995,MANIFESTACION, 07/08/2012
261,03-01-03-022-020-000,URBANO,63251,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
262,03-01-03-022-021-000,URBANO,63211,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
263,03-01-03-022-022-000,URBANO,63208,30988-1, 07/07/1995,TRASMISION PATRIMONIAL, 26/08/2021
264,03-01-03-022-023-000,URBANO,63192,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
265,03-01-03-022-024-000,URBANO,63193,, 07/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
266,03-01-03-023-001-000,URBANO,63215,30476, 10/07/1995,TRASMISION PATRIMONIAL, 09/06/2017
267,03-01-03-023-002-000,URBANO,63256,, 10/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
268,03-01-03-023-003-000,URBANO,63189,30086, 10/07/1995,TRASMISION PATRIMONIAL, 30/01/2007
269,03-01-03-023-004-000,URBANO,64919,, 10/07/1995,TRANSFERENCIA INICIAL, 06/11/2001
270,03-01-03-023-005-000,URBANO,63212,29984, 10/07/1995,TRASMISION PATRIMONIAL, 25/02/2013
271,03-01-03-023-006-000,URBANO,63258,, 10/07/1995,MANIFESTACION OFICIAL, 17/11/2009
272,03-01-03-023-007-000,URBANO,63257,30475-1, 10/07/1995,TRASMISION PATRIMONIAL, 03/02/2021
